GPU,Benchmark,Environment,Seed,Algo,Training Time,Trained Until,Best Mean Reward,Wandb Link
0,Mujoco,HalfCheetah,222,PPO,9317.84,100000,1052.8764547,https://wandb.ai/devgonvarun/atari/runs/gv9kz0jv
0,Mujoco,HalfCheetah,111,PPO,9428.6,100000,1124.4430926,https://wandb.ai/devgonvarun/atari/runs/xjau0mjc
1,Mujoco,Walker2d,111,A2C,1932.4,100000,404.5664331,https://wandb.ai/devgonvarun/atari/runs/s57llmou
1,Mujoco,Hopper,444,PPO,4799.63,100000,1664.8753668999998,https://wandb.ai/devgonvarun/atari/runs/lir7kx5o
1,Mujoco,Walker2d,111,TRPO,2262.69,100000,940.7225415999999,https://wandb.ai/devgonvarun/atari/runs/gvz0dtp5
0,Mujoco,Walker2d,222,A2C,2247.81,100000,461.3948123,https://wandb.ai/devgonvarun/atari/runs/mrusss08
0,Mujoco,Walker2d,222,TRPO,2607.17,100000,2687.0020046,https://wandb.ai/devgonvarun/atari/runs/d4uqg8rd
1,Mujoco,Walker2d,333,A2C,2035.64,100000,435.7710941,https://wandb.ai/devgonvarun/atari/runs/z5qq026y
0,Mujoco,Walker2d,333,TRPO,2661.59,100000,2051.6247528000004,https://wandb.ai/devgonvarun/atari/runs/6ssv5jvf
0,Mujoco,Hopper,111,RecurrentPPO,13366.21,100000,217.11453790000002,https://wandb.ai/devgonvarun/atari/runs/ohtjbitm
0,Mujoco,Hopper,222,RecurrentPPO,13431.32,100000,366.0528833,https://wandb.ai/devgonvarun/atari/runs/3tonv1dk
0,Mujoco,Walker2d,444,A2C,2272.77,100000,84.17454269999999,https://wandb.ai/devgonvarun/atari/runs/0ojckqgn
0,Mujoco,Walker2d,444,TRPO,2859.76,100000,624.1877305,https://wandb.ai/devgonvarun/atari/runs/lmc0iqps
0,Mujoco,Hopper,333,RecurrentPPO,13410.97,100000,487.24100269999997,https://wandb.ai/devgonvarun/atari/runs/iepmhatw
1,Mujoco,HalfCheetah,333,RecurrentPPO,20183.32,100000,1329.3617821,https://wandb.ai/devgonvarun/atari/runs/uiopy977
1,Mujoco,HalfCheetah,444,RecurrentPPO,20215.28,100000,1509.4934879999998,https://wandb.ai/devgonvarun/atari/runs/pavdm3q6
0,Mujoco,Hopper,444,RecurrentPPO,13528.28,100000,112.1070637,https://wandb.ai/devgonvarun/atari/runs/znryljog
0,Mujoco,Ant,111,A2C,2367.04,100000,1098.078333,https://wandb.ai/devgonvarun/atari/runs/amuwm06n
0,Mujoco,Ant,111,TRPO,2599.47,100000,809.0501686,https://wandb.ai/devgonvarun/atari/runs/4d4xtsy7
0,Mujoco,HalfCheetah,222,RecurrentPPO,22467.3,100000,1295.9339760999999,https://wandb.ai/devgonvarun/atari/runs/edp7ax07
0,Mujoco,HalfCheetah,111,RecurrentPPO,22518.21,100000,1485.1091982,https://wandb.ai/devgonvarun/atari/runs/pfbrclgj
0,Mujoco,Ant,222,A2C,2114.58,100000,516.1977782,https://wandb.ai/devgonvarun/atari/runs/jhllni9l
0,Mujoco,Ant,222,TRPO,2389.7,100000,853.0749925,https://wandb.ai/devgonvarun/atari/runs/4vy7ii7l
1,Mujoco,Walker2d,111,PPO,15281.38,100000,1099.7566335,https://wandb.ai/devgonvarun/atari/runs/18tjbsm7
1,Mujoco,Walker2d,222,PPO,15099.44,100000,927.1197674000001,https://wandb.ai/devgonvarun/atari/runs/sjd900bb
0,Mujoco,Ant,333,A2C,2035.0,100000,935.7218947000001,https://wandb.ai/devgonvarun/atari/runs/7hse5j8n
0,Mujoco,Ant,333,TRPO,2304.86,100000,892.7907443,https://wandb.ai/devgonvarun/atari/runs/hx9a5fvo
1,Mujoco,Walker2d,333,PPO,14799.77,100000,1526.6192988999999,https://wandb.ai/devgonvarun/atari/runs/4xu9ovty
0,Mujoco,Ant,111,PPO,9160.46,100000,731.1398277,https://wandb.ai/devgonvarun/atari/runs/700ajiak
1,Mujoco,Ant,444,A2C,1835.45,100000,1191.5985535999998,https://wandb.ai/devgonvarun/atari/runs/xeifmw7b
0,Mujoco,Ant,444,TRPO,2483.38,100000,828.5944375000001,https://wandb.ai/devgonvarun/atari/runs/qto0wtdp
1,Mujoco,Walker2d,444,PPO,14421.96,100000,1842.6302771000003,https://wandb.ai/devgonvarun/atari/runs/dszmj4af
0,Mujoco,Reacher,111,A2C,1821.68,100000,-10.252174700000001,https://wandb.ai/devgonvarun/atari/runs/oh3pkkoz
1,Mujoco,Ant,222,PPO,7467.22,100000,536.5948055000001,https://wandb.ai/devgonvarun/atari/runs/56d2zgdg
1,Mujoco,Reacher,111,TRPO,1814.23,100000,-5.961371999999999,https://wandb.ai/devgonvarun/atari/runs/ele7pj4j
0,Mujoco,Reacher,222,A2C,1795.57,100000,-8.4412804,https://wandb.ai/devgonvarun/atari/runs/cex6ae6x
1,Mujoco,Reacher,222,TRPO,1886.08,100000,-6.6960049999999995,https://wandb.ai/devgonvarun/atari/runs/cdinzn30
1,Mujoco,Reacher,111,PPO,4150.07,100000,-4.1876885999999995,https://wandb.ai/devgonvarun/atari/runs/8wah4p6y
1,Mujoco,Ant,444,PPO,7515.24,100000,718.7979725,https://wandb.ai/devgonvarun/atari/runs/13i27hw0
0,Mujoco,Ant,333,PPO,8463.95,100000,771.1429377000001,https://wandb.ai/devgonvarun/atari/runs/itdzsjsg
1,Mujoco,Reacher,333,A2C,1622.66,100000,-9.2934727,https://wandb.ai/devgonvarun/atari/runs/87mlqnfg
1,Mujoco,Reacher,222,PPO,4244.69,100000,-5.4869645,https://wandb.ai/devgonvarun/atari/runs/t6siejxw
1,Mujoco,Reacher,333,TRPO,1888.75,100000,-6.2685849000000005,https://wandb.ai/devgonvarun/atari/runs/eoz4goaq
1,Mujoco,Reacher,444,A2C,1721.61,100000,-7.715355299999999,https://wandb.ai/devgonvarun/atari/runs/5v7arhv1
1,Mujoco,Reacher,444,TRPO,2011.19,100000,-5.2438029,https://wandb.ai/devgonvarun/atari/runs/w0dg9hfy
0,Mujoco,Reacher,333,PPO,4733.81,100000,-4.390410300000001,https://wandb.ai/devgonvarun/atari/runs/966it3ja
1,Mujoco,InvertedPendulum,111,A2C,1674.29,100000,1000.0,https://wandb.ai/devgonvarun/atari/runs/zvpaneni
0,Mujoco,Reacher,444,PPO,4716.36,100000,-4.0625309,https://wandb.ai/devgonvarun/atari/runs/tirt05zl
1,Mujoco,InvertedPendulum,111,PPO,2884.6,100000,136.7,https://wandb.ai/devgonvarun/atari/runs/nict4qxi
0,Mujoco,InvertedPendulum,111,TRPO,2027.21,100000,1000.0,https://wandb.ai/devgonvarun/atari/runs/wlzpj7nx
1,Mujoco,InvertedPendulum,222,A2C,1721.17,100000,1000.0,https://wandb.ai/devgonvarun/atari/runs/5o7og2lv
0,Mujoco,InvertedPendulum,222,TRPO,2028.64,100000,1000.0,https://wandb.ai/devgonvarun/atari/runs/9hg795xu
0,Mujoco,InvertedPendulum,222,PPO,2961.23,100000,1000.0,https://wandb.ai/devgonvarun/atari/runs/gs7xj1gv
0,Mujoco,InvertedPendulum,333,A2C,1735.83,100000,1000.0,https://wandb.ai/devgonvarun/atari/runs/32w8w36s
0,Mujoco,Reacher,111,RecurrentPPO,13655.24,100000,-4.183256200000001,https://wandb.ai/devgonvarun/atari/runs/mjsx213k
1,Mujoco,Reacher,222,RecurrentPPO,13118.88,100000,-5.1805278999999995,https://wandb.ai/devgonvarun/atari/runs/1yqvhdao
0,Mujoco,InvertedPendulum,333,PPO,2938.02,100000,1000.0,https://wandb.ai/devgonvarun/atari/runs/xzrcwjch
0,Mujoco,InvertedPendulum,333,TRPO,1981.92,100000,1000.0,https://wandb.ai/devgonvarun/atari/runs/0j1vfwqx
1,Mujoco,Ant,111,RecurrentPPO,22521.21,100000,869.9527984,https://wandb.ai/devgonvarun/atari/runs/s5wxkgpm
0,Mujoco,InvertedPendulum,444,A2C,1689.96,100000,1000.0,https://wandb.ai/devgonvarun/atari/runs/uxny99cc
1,Mujoco,InvertedPendulum,444,PPO,2843.31,100000,1000.0,https://wandb.ai/devgonvarun/atari/runs/ve9xzig8
1,Mujoco,Reacher,333,RecurrentPPO,13228.29,100000,-4.3683266000000005,https://wandb.ai/devgonvarun/atari/runs/gxkli2d7
1,Mujoco,InvertedPendulum,111,RecurrentPPO,9167.52,100000,113.7,https://wandb.ai/devgonvarun/atari/runs/r9i0ybro
0,Mujoco,InvertedPendulum,444,TRPO,1970.44,100000,1000.0,https://wandb.ai/devgonvarun/atari/runs/xwbcecja
0,Mujoco,Ant,222,RecurrentPPO,23600.78,100000,894.0695245,https://wandb.ai/devgonvarun/atari/runs/im570w3x
0,Mujoco,InvertedDoublePendulum,111,PPO,1616.15,100000,2070.7345087000003,https://wandb.ai/devgonvarun/atari/runs/3hlhavx3
1,Mujoco,Reacher,444,RecurrentPPO,13209.64,100000,-4.1728192,https://wandb.ai/devgonvarun/atari/runs/gxsm6o8u
1,Mujoco,InvertedDoublePendulum,111,A2C,1542.06,100000,4049.1014179000003,https://wandb.ai/devgonvarun/atari/runs/ccvt5tpd
1,Mujoco,Walker2d,111,RecurrentPPO,37172.17,100000,566.3385923999999,https://wandb.ai/devgonvarun/atari/runs/7dyn1yg1
1,Mujoco,InvertedDoublePendulum,111,TRPO,1743.51,100000,9359.7508925,https://wandb.ai/devgonvarun/atari/runs/wzkz5irz
0,Mujoco,InvertedDoublePendulum,222,PPO,1544.35,100000,537.1480357,https://wandb.ai/devgonvarun/atari/runs/m1bkoqkw
0,Mujoco,InvertedDoublePendulum,222,A2C,1604.14,100000,310.0136718,https://wandb.ai/devgonvarun/atari/runs/ygpnjp6x
1,Mujoco,InvertedPendulum,222,RecurrentPPO,8611.18,100000,71.7,https://wandb.ai/devgonvarun/atari/runs/c73bb5vi
0,Mujoco,InvertedDoublePendulum,222,TRPO,1864.71,100000,9341.3174594,https://wandb.ai/devgonvarun/atari/runs/trwzxvkr
1,Mujoco,InvertedDoublePendulum,333,PPO,1369.81,100000,1492.8033902000002,https://wandb.ai/devgonvarun/atari/runs/nfnfqm4y
1,Mujoco,InvertedDoublePendulum,333,A2C,1415.99,100000,296.54258969999995,https://wandb.ai/devgonvarun/atari/runs/yuyxuns5
0,Mujoco,Ant,333,RecurrentPPO,24139.38,100000,896.6296741,https://wandb.ai/devgonvarun/atari/runs/zg8od9li
1,Mujoco,Walker2d,222,RecurrentPPO,37397.61,100000,859.5064385,https://wandb.ai/devgonvarun/atari/runs/2zopqrg5
1,Mujoco,InvertedDoublePendulum,333,TRPO,1634.97,100000,9349.3758324,https://wandb.ai/devgonvarun/atari/runs/0srb51ij
0,Mujoco,InvertedDoublePendulum,444,PPO,1504.67,100000,961.6447552999998,https://wandb.ai/devgonvarun/atari/runs/yxekndh5
1,Mujoco,InvertedDoublePendulum,444,A2C,1397.6,100000,365.2936784,https://wandb.ai/devgonvarun/atari/runs/lncjife2
0,Mujoco,InvertedDoublePendulum,444,TRPO,1802.54,100000,9353.1084064,https://wandb.ai/devgonvarun/atari/runs/10ziysiu
0,Mujoco,Ant,444,RecurrentPPO,23711.14,100000,866.9258938999999,https://wandb.ai/devgonvarun/atari/runs/s8e4g8uk
0,Mujoco,InvertedPendulum,333,RecurrentPPO,8332.05,100000,183.0,https://wandb.ai/devgonvarun/atari/runs/5onlgz0l
0,dm_control,dm_control/finger-spin,111,A2C,1996.66,100000,408.6,https://wandb.ai/devgonvarun/atari/runs/d7dwbasb
1,dm_control,dm_control/finger-spin,222,A2C,1856.71,100000,206.7,https://wandb.ai/devgonvarun/atari/runs/9w1yc5za
1,dm_control,dm_control/finger-spin,111,TRPO,2134.95,100000,192.8,https://wandb.ai/devgonvarun/atari/runs/ie89pxy0
1,dm_control,dm_control/finger-spin,111,PPO,2920.41,100000,265.9,https://wandb.ai/devgonvarun/atari/runs/awbhhoo3
0,dm_control,dm_control/finger-spin,222,TRPO,2230.47,100000,315.6,https://wandb.ai/devgonvarun/atari/runs/y4kgvfx6
0,dm_control,dm_control/finger-spin,222,PPO,3056.83,100000,341.1,https://wandb.ai/devgonvarun/atari/runs/csaf7jtb
1,Mujoco,InvertedPendulum,444,RecurrentPPO,8021.3,100000,89.9,https://wandb.ai/devgonvarun/atari/runs/xc2z6xcr
0,dm_control,dm_control/finger-spin,333,A2C,1901.93,100000,81.9,https://wandb.ai/devgonvarun/atari/runs/pu06fgev
1,dm_control,dm_control/finger-spin,333,TRPO,2194.93,100000,334.1,https://wandb.ai/devgonvarun/atari/runs/jkfmbos2
0,Mujoco,Walker2d,333,RecurrentPPO,39801.97,100000,386.875036,https://wandb.ai/devgonvarun/atari/runs/zlbqpyvx
0,dm_control,dm_control/finger-spin,333,PPO,2981.39,100000,174.7,https://wandb.ai/devgonvarun/atari/runs/2eu6g6i8
0,dm_control,dm_control/finger-spin,444,A2C,1875.29,100000,238.6,https://wandb.ai/devgonvarun/atari/runs/hc5ua2nc
0,dm_control,dm_control/finger-spin,444,TRPO,2168.39,100000,475.4,https://wandb.ai/devgonvarun/atari/runs/tahpgij2
1,dm_control,dm_control/finger-spin,444,PPO,2991.95,100000,273.2,https://wandb.ai/devgonvarun/atari/runs/yes5uk15
1,Mujoco,InvertedDoublePendulum,111,RecurrentPPO,9111.07,100000,469.5195162,https://wandb.ai/devgonvarun/atari/runs/vjq1zhlb
1,dm_control,dm_control/cartpole-swingup,111,A2C,1774.2,100000,396.9919428,https://wandb.ai/devgonvarun/atari/runs/7wshhnr8
0,dm_control,dm_control/cartpole-swingup,111,TRPO,1992.85,100000,866.6727264000001,https://wandb.ai/devgonvarun/atari/runs/se9hmqif
0,dm_control,dm_control/cartpole-swingup,111,PPO,2780.38,100000,224.2543435,https://wandb.ai/devgonvarun/atari/runs/fxhy4n51
1,Mujoco,InvertedDoublePendulum,222,RecurrentPPO,9333.12,100000,299.23945299999997,https://wandb.ai/devgonvarun/atari/runs/bfeu2ikr
0,Mujoco,Walker2d,444,RecurrentPPO,38444.96,100000,562.7955034,https://wandb.ai/devgonvarun/atari/runs/vdiwzpp6
0,dm_control,dm_control/cartpole-swingup,222,A2C,1705.96,100000,277.16363629999995,https://wandb.ai/devgonvarun/atari/runs/c48egvjq
1,dm_control,dm_control/finger-spin,111,RecurrentPPO,7198.12,100000,73.0,https://wandb.ai/devgonvarun/atari/runs/baf3uz1p
1,dm_control,dm_control/cartpole-swingup,222,TRPO,2026.03,100000,866.8181342000001,https://wandb.ai/devgonvarun/atari/runs/og827bst
0,dm_control,dm_control/cartpole-swingup,222,PPO,2695.46,100000,383.3506042,https://wandb.ai/devgonvarun/atari/runs/0doxl8iq
0,Mujoco,InvertedDoublePendulum,333,RecurrentPPO,9505.43,100000,261.0287421,https://wandb.ai/devgonvarun/atari/runs/7frfq52h
0,dm_control,dm_control/cartpole-swingup,333,A2C,1668.53,100000,738.2298266,https://wandb.ai/devgonvarun/atari/runs/yzggszg9
1,Mujoco,InvertedDoublePendulum,444,RecurrentPPO,9076.49,100000,289.01791799999995,https://wandb.ai/devgonvarun/atari/runs/sv2rwhft
0,dm_control,dm_control/cartpole-swingup,333,TRPO,1905.52,100000,866.2872979000001,https://wandb.ai/devgonvarun/atari/runs/92i6jy7q
0,dm_control,dm_control/finger-spin,222,RecurrentPPO,7094.85,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/uod8bkwm
0,dm_control,dm_control/cartpole-swingup,444,A2C,1644.04,100000,230.046849,https://wandb.ai/devgonvarun/atari/runs/ilz94a96
1,dm_control,dm_control/cartpole-swingup,333,PPO,2835.04,100000,242.0751889,https://wandb.ai/devgonvarun/atari/runs/khr6f3tz
0,dm_control,dm_control/cartpole-swingup,444,PPO,2614.01,100000,291.90969920000003,https://wandb.ai/devgonvarun/atari/runs/ifa88u9z
1,dm_control,dm_control/cartpole-swingup,444,TRPO,2060.47,100000,865.8249114,https://wandb.ai/devgonvarun/atari/runs/p30gd4dh
1,dm_control,dm_control/finger-spin,333,RecurrentPPO,7291.37,100000,0.3,https://wandb.ai/devgonvarun/atari/runs/yt0br6bw
0,dm_control,dm_control/reacher-easy,111,A2C,1748.2,100000,126.5,https://wandb.ai/devgonvarun/atari/runs/trs6a8s0
0,dm_control,dm_control/reacher-easy,111,TRPO,2042.76,100000,272.5,https://wandb.ai/devgonvarun/atari/runs/9l92z2cm
0,dm_control,dm_control/reacher-easy,222,A2C,1761.32,100000,78.4,https://wandb.ai/devgonvarun/atari/runs/u4k7y1i4
1,dm_control,dm_control/finger-spin,444,RecurrentPPO,7280.93,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/8u4xj9j5
0,dm_control,dm_control/reacher-easy,222,TRPO,2069.38,100000,110.2,https://wandb.ai/devgonvarun/atari/runs/p7tppx3i
0,dm_control,dm_control/cartpole-swingup,111,RecurrentPPO,6599.98,100000,271.7657796,https://wandb.ai/devgonvarun/atari/runs/oqp0n8p9
1,dm_control,dm_control/reacher-easy,333,A2C,1921.89,100000,144.9,https://wandb.ai/devgonvarun/atari/runs/2t6rxxst
1,dm_control,dm_control/reacher-easy,333,TRPO,2222.18,100000,101.7,https://wandb.ai/devgonvarun/atari/runs/b5l4469g
0,dm_control,dm_control/reacher-easy,111,PPO,4320.64,100000,1.3,https://wandb.ai/devgonvarun/atari/runs/d08kjjir
0,dm_control,dm_control/reacher-easy,444,A2C,1853.37,100000,1.9,https://wandb.ai/devgonvarun/atari/runs/6amhahrx
0,dm_control,dm_control/reacher-easy,222,PPO,4418.89,100000,82.4,https://wandb.ai/devgonvarun/atari/runs/8g3nlxay
1,dm_control,dm_control/reacher-easy,444,TRPO,2208.99,100000,128.9,https://wandb.ai/devgonvarun/atari/runs/hbo927fj
1,dm_control,dm_control/cartpole-swingup,222,RecurrentPPO,6958.87,100000,242.54473180000005,https://wandb.ai/devgonvarun/atari/runs/z2egt1gi
1,dm_control,dm_control/cheetah-run,111,A2C,1677.49,100000,157.6852443,https://wandb.ai/devgonvarun/atari/runs/gnjt5qp8
1,dm_control,dm_control/cartpole-swingup,333,RecurrentPPO,6999.94,100000,146.8028166,https://wandb.ai/devgonvarun/atari/runs/yzyrn963
1,dm_control,dm_control/cheetah-run,111,TRPO,1960.01,100000,191.9685921,https://wandb.ai/devgonvarun/atari/runs/4zh3k3ed
0,dm_control,dm_control/reacher-easy,333,PPO,4556.96,100000,72.3,https://wandb.ai/devgonvarun/atari/runs/whyuwbzc
1,dm_control,dm_control/cartpole-swingup,444,RecurrentPPO,7030.3,100000,157.0198217,https://wandb.ai/devgonvarun/atari/runs/pzcm35xc
0,dm_control,dm_control/cheetah-run,222,A2C,1749.87,100000,91.10346849999999,https://wandb.ai/devgonvarun/atari/runs/p3zv5dag
0,dm_control,dm_control/reacher-easy,444,PPO,4649.43,100000,16.7,https://wandb.ai/devgonvarun/atari/runs/gahjgdld
1,dm_control,dm_control/cheetah-run,222,TRPO,1969.26,100000,139.88903520000002,https://wandb.ai/devgonvarun/atari/runs/xr79fmug
1,dm_control,dm_control/cheetah-run,333,A2C,1671.21,100000,158.16467159999996,https://wandb.ai/devgonvarun/atari/runs/3mfjrjtw
1,dm_control,dm_control/cheetah-run,333,TRPO,1957.3,100000,151.4456887,https://wandb.ai/devgonvarun/atari/runs/jlw0e4z2
0,dm_control,dm_control/cheetah-run,444,A2C,1760.38,100000,186.4787909,https://wandb.ai/devgonvarun/atari/runs/1x6e6n27
0,dm_control,dm_control/cheetah-run,444,TRPO,2072.46,100000,274.35941570000006,https://wandb.ai/devgonvarun/atari/runs/se0p8z9h
1,dm_control,dm_control/ball_in_cup-catch,111,A2C,1869.44,100000,99.0,https://wandb.ai/devgonvarun/atari/runs/kfqkfbqv
1,dm_control,dm_control/reacher-easy,111,RecurrentPPO,9427.93,100000,115.4,https://wandb.ai/devgonvarun/atari/runs/cqx94bk3
1,dm_control,dm_control/reacher-easy,222,RecurrentPPO,9423.08,100000,135.0,https://wandb.ai/devgonvarun/atari/runs/dawjndpq
0,dm_control,dm_control/ball_in_cup-catch,111,TRPO,2194.5,100000,942.3,https://wandb.ai/devgonvarun/atari/runs/3rusrtti
0,dm_control,dm_control/cheetah-run,111,PPO,7679.26,100000,181.7227029,https://wandb.ai/devgonvarun/atari/runs/i3uiq3t3
0,dm_control,dm_control/reacher-easy,333,RecurrentPPO,9484.32,100000,134.3,https://wandb.ai/devgonvarun/atari/runs/kiqpntez
1,dm_control,dm_control/ball_in_cup-catch,222,A2C,1800.05,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/t7ra7u8g
0,dm_control,dm_control/cheetah-run,222,PPO,7729.62,100000,111.35133149999999,https://wandb.ai/devgonvarun/atari/runs/w1aw68zq
1,dm_control,dm_control/ball_in_cup-catch,111,PPO,4510.99,100000,98.8,https://wandb.ai/devgonvarun/atari/runs/r6x3f0wm
1,dm_control,dm_control/ball_in_cup-catch,222,TRPO,2055.79,100000,460.2,https://wandb.ai/devgonvarun/atari/runs/zjvlulhu
0,dm_control,dm_control/reacher-easy,444,RecurrentPPO,9599.58,100000,66.1,https://wandb.ai/devgonvarun/atari/runs/erq48iyj
1,dm_control,dm_control/cheetah-run,333,PPO,7558.73,100000,189.9893717,https://wandb.ai/devgonvarun/atari/runs/m1t7eb6h
0,dm_control,dm_control/ball_in_cup-catch,333,A2C,2011.68,100000,99.5,https://wandb.ai/devgonvarun/atari/runs/angnhc15
1,dm_control,dm_control/ball_in_cup-catch,333,TRPO,2068.48,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/zi0a59lx
1,dm_control,dm_control/ball_in_cup-catch,222,PPO,4422.29,100000,83.4,https://wandb.ai/devgonvarun/atari/runs/9hsfersv
1,dm_control,dm_control/ball_in_cup-catch,444,A2C,1725.46,100000,98.8,https://wandb.ai/devgonvarun/atari/runs/mmn7fpv4
1,dm_control,dm_control/cheetah-run,444,PPO,7455.67,100000,142.0457966,https://wandb.ai/devgonvarun/atari/runs/gi6f6jy3
0,dm_control,dm_control/ball_in_cup-catch,444,TRPO,2124.81,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/zupdiz8a
1,dm_control,dm_control/ball_in_cup-catch,444,PPO,3527.01,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/l0i1hcsn
0,dm_control,dm_control/ball_in_cup-catch,333,PPO,4489.24,100000,548.2,https://wandb.ai/devgonvarun/atari/runs/5uwcokqj
0,dm_control,dm_control/ball_in_cup-catch,111,RecurrentPPO,8875.84,100000,285.5,https://wandb.ai/devgonvarun/atari/runs/2b6313yo
1,dm_control,dm_control/ball_in_cup-catch,444,RecurrentPPO,5573.91,100000,246.9,https://wandb.ai/devgonvarun/atari/runs/mkjqkk0x
1,dm_control,dm_control/cheetah-run,222,RecurrentPPO,14109.3,100000,230.1305449,https://wandb.ai/devgonvarun/atari/runs/mb5agwry
0,dm_control,dm_control/ball_in_cup-catch,222,RecurrentPPO,8313.66,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/nde5pszz
0,dm_control,dm_control/ball_in_cup-catch,333,RecurrentPPO,7770.25,100000,99.3,https://wandb.ai/devgonvarun/atari/runs/u55tm55l
1,dm_control,dm_control/cheetah-run,444,RecurrentPPO,13010.79,100000,195.254246,https://wandb.ai/devgonvarun/atari/runs/25wnjkep
0,dm_control,dm_control/cheetah-run,111,RecurrentPPO,16321.03,100000,213.66530410000001,https://wandb.ai/devgonvarun/atari/runs/f3w1i6m6
0,dm_control,dm_control/cheetah-run,333,RecurrentPPO,15272.22,100000,184.608541,https://wandb.ai/devgonvarun/atari/runs/uhskqc1j
