GPU,Benchmark,Environment,Seed,Algo,Training Time,Trained Until,Best Mean Reward,Wandb Link
0,dm_control,dm_control/cartpole-balance,111,PPO,26876.64,1000000,999.5983881,https://wandb.ai/devgonvarun/atari/runs/v44kv8mx
0,dm_control,dm_control/cartpole-balance,222,PPO,26914.07,1000000,638.349562,https://wandb.ai/devgonvarun/atari/runs/0b49ajdw
0,dm_control,dm_control/cartpole-balance,333,A2C,17149.97,1000000,985.1076837999999,https://wandb.ai/devgonvarun/atari/runs/ggurn44v
1,dm_control,dm_control/cartpole-balance_sparse,222,A2C,23276.6,1000000,181.4,https://wandb.ai/devgonvarun/atari/runs/bgadpujo
1,dm_control,dm_control/cartpole-balance_sparse,111,A2C,23344.98,1000000,11.6,https://wandb.ai/devgonvarun/atari/runs/vli1uo7a
1,dm_control,dm_control/cartpole-balance_sparse,444,A2C,23374.04,1000000,14.4,https://wandb.ai/devgonvarun/atari/runs/ez05vrfi
1,dm_control,dm_control/cartpole-balance_sparse,333,A2C,23381.02,1000000,16.3,https://wandb.ai/devgonvarun/atari/runs/eacyli8j
1,dm_control,dm_control/cartpole-swingup,111,A2C,24881.62,1000000,190.1955313,https://wandb.ai/devgonvarun/atari/runs/0pt2o99w
0,dm_control,dm_control/cartpole-balance,444,A2C,26511.87,1000000,746.3287085999999,https://wandb.ai/devgonvarun/atari/runs/i35exjrb
1,dm_control,dm_control/cartpole-balance_sparse,222,TRPO,27048.49,1000000,1000.0,https://wandb.ai/devgonvarun/atari/runs/gxoaka0p
1,dm_control,dm_control/cartpole-balance_sparse,444,TRPO,27066.62,1000000,1000.0,https://wandb.ai/devgonvarun/atari/runs/h43fjdmd
1,dm_control,dm_control/cartpole-balance_sparse,333,TRPO,27075.29,1000000,1000.0,https://wandb.ai/devgonvarun/atari/runs/9xzz3wsb
0,dm_control,dm_control/cartpole-balance_sparse,111,TRPO,29070.66,1000000,1000.0,https://wandb.ai/devgonvarun/atari/runs/45u86o7v
0,dm_control,dm_control/cartpole-balance,333,TRPO,30650.02,1000000,998.8459692,https://wandb.ai/devgonvarun/atari/runs/p48r44ov
0,dm_control,dm_control/cartpole-balance,444,TRPO,30687.91,1000000,999.4495709999999,https://wandb.ai/devgonvarun/atari/runs/0j11cyqq
1,dm_control,dm_control/cartpole-swingup,222,A2C,25270.9,1000000,131.19745830000002,https://wandb.ai/devgonvarun/atari/runs/7x3j48f9
1,dm_control,dm_control/cartpole-swingup,444,A2C,25099.94,1000000,112.7044672,https://wandb.ai/devgonvarun/atari/runs/qac1u99w
1,dm_control,dm_control/cartpole-swingup,111,TRPO,28929.67,1000000,867.1850786000001,https://wandb.ai/devgonvarun/atari/runs/jv04wvs3
1,dm_control,dm_control/cartpole-swingup,222,TRPO,28885.76,1000000,867.2199764999999,https://wandb.ai/devgonvarun/atari/runs/fxkxomvl
0,dm_control,dm_control/cartpole-swingup,333,A2C,26810.53,1000000,143.93395759999999,https://wandb.ai/devgonvarun/atari/runs/6feiux71
1,dm_control,dm_control/cartpole-swingup,333,TRPO,28784.94,1000000,867.1141653000001,https://wandb.ai/devgonvarun/atari/runs/qve56cl9
0,dm_control,dm_control/cartpole-swingup_sparse,111,A2C,25424.82,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/d2dmsyfl
1,dm_control,dm_control/pendulum-swingup,444,A2C,21362.88,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/bf8vy9g3
1,dm_control,dm_control/pendulum-swingup,222,A2C,21361.25,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/oblm7501
1,dm_control,dm_control/pendulum-swingup,111,A2C,21364.88,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/b85kedhb
1,dm_control,dm_control/pendulum-swingup,333,A2C,21364.95,1000000,100.0,https://wandb.ai/devgonvarun/atari/runs/3xjyw7e6
0,dm_control,dm_control/cheetah-run,333,A2C,23911.86,1000000,139.8426391,https://wandb.ai/devgonvarun/atari/runs/o2xmftd7
0,dm_control,dm_control/cheetah-run,222,A2C,23916.77,1000000,97.82473300000001,https://wandb.ai/devgonvarun/atari/runs/7jz9f9qh
0,dm_control,dm_control/cheetah-run,444,A2C,23922.59,1000000,108.71622110000001,https://wandb.ai/devgonvarun/atari/runs/j339q88t
0,dm_control,dm_control/cheetah-run,111,A2C,23923.41,1000000,90.24774160000001,https://wandb.ai/devgonvarun/atari/runs/c8dx6jya
0,dm_control,dm_control/cartpole-swingup_sparse,333,A2C,24183.12,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/4ae6jbw0
0,dm_control,dm_control/cartpole-swingup_sparse,444,A2C,24254.84,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/xhgqmt8y
0,dm_control,dm_control/cartpole-swingup_sparse,222,A2C,24264.41,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/2jn4100g
1,dm_control,dm_control/finger-spin,444,A2C,24416.72,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/wsdps9zb
1,dm_control,dm_control/reacher-easy,111,A2C,24432.91,1000000,51.0,https://wandb.ai/devgonvarun/atari/runs/27nw1iwq
1,dm_control,dm_control/hopper-hop,444,A2C,24997.34,1000000,0.0228442,https://wandb.ai/devgonvarun/atari/runs/6nm3yiuk
1,dm_control,dm_control/hopper-hop,333,A2C,25064.56,1000000,0.18418830000000003,https://wandb.ai/devgonvarun/atari/runs/a9e60s6f
1,dm_control,dm_control/hopper-hop,222,A2C,25082.31,1000000,1.2651391,https://wandb.ai/devgonvarun/atari/runs/tvv6d5js
1,dm_control,dm_control/hopper-stand,444,A2C,25363.15,1000000,6.1310044,https://wandb.ai/devgonvarun/atari/runs/odwi2wdv
1,dm_control,dm_control/hopper-stand,222,A2C,25377.5,1000000,61.9567225,https://wandb.ai/devgonvarun/atari/runs/wzfhqkxc
1,dm_control,dm_control/hopper-stand,333,A2C,25384.35,1000000,36.858323199999994,https://wandb.ai/devgonvarun/atari/runs/9cxm7p9c
0,dm_control,dm_control/finger-spin,222,A2C,26889.87,1000000,40.2,https://wandb.ai/devgonvarun/atari/runs/gj0dp4k8
0,dm_control,dm_control/finger-spin,111,A2C,26908.1,1000000,187.3,https://wandb.ai/devgonvarun/atari/runs/1oqrnvt9
0,dm_control,dm_control/finger-spin,333,A2C,26914.7,1000000,319.9,https://wandb.ai/devgonvarun/atari/runs/lihzdp94
0,dm_control,dm_control/hopper-hop,111,A2C,27471.71,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/yj2y3v15
0,dm_control,dm_control/hopper-stand,111,A2C,27681.61,1000000,38.7059803,https://wandb.ai/devgonvarun/atari/runs/foplus0t
1,dm_control,dm_control/reacher-easy,333,A2C,11225.63,1000000,10.5,https://wandb.ai/devgonvarun/atari/runs/t7tme535
1,dm_control,dm_control/reacher-easy,444,A2C,11224.47,1000000,62.4,https://wandb.ai/devgonvarun/atari/runs/rzab8mnc
1,dm_control,dm_control/reacher-hard,111,A2C,11244.5,1000000,9.5,https://wandb.ai/devgonvarun/atari/runs/6aijo6s0
1,dm_control,dm_control/reacher-easy,222,A2C,11254.04,1000000,78.6,https://wandb.ai/devgonvarun/atari/runs/w26idy32
0,dm_control,dm_control/reacher-hard,222,A2C,24917.15,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/pdw0revc
0,dm_control,dm_control/reacher-hard,333,A2C,24933.18,1000000,0.3,https://wandb.ai/devgonvarun/atari/runs/oi89v8s2
0,dm_control,dm_control/reacher-hard,444,A2C,25005.31,1000000,9.6,https://wandb.ai/devgonvarun/atari/runs/8c8lfa2m
