GPU,Benchmark,Environment,Seed,Algo,Training Time,Trained Until,Best Mean Reward,Wandb Link
1,dm_control,dm_control/cartpole-swingup,444,RecurrentPPO,40997.13,1000000,74.7544651,https://wandb.ai/devgonvarun/atari/runs/4e3sqsrq
1,dm_control,dm_control/cartpole-swingup_sparse,222,RecurrentPPO,41081.12,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/sm0isv1u
1,dm_control,dm_control/cartpole-swingup_sparse,444,RecurrentPPO,41257.22,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/m8eieyb6
1,dm_control,dm_control/cartpole-swingup,222,RecurrentPPO,41275.6,1000000,169.43204629999997,https://wandb.ai/devgonvarun/atari/runs/20ywo3k2
1,dm_control,dm_control/cartpole-swingup,111,RecurrentPPO,41281.21,1000000,0.0509661,https://wandb.ai/devgonvarun/atari/runs/0gbbz5vx
1,dm_control,dm_control/cartpole-swingup,333,RecurrentPPO,41361.94,1000000,147.04118680000002,https://wandb.ai/devgonvarun/atari/runs/1pl3hslc
1,dm_control,dm_control/cartpole-swingup_sparse,111,RecurrentPPO,42105.24,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/q3y5wrv7
1,dm_control,dm_control/cartpole-swingup_sparse,333,RecurrentPPO,42426.84,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/tp0981pe
0,dm_control,dm_control/ball_in_cup-catch,111,RecurrentPPO,44674.42,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/eak8fiej
0,dm_control,dm_control/ball_in_cup-catch,222,RecurrentPPO,44765.55,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/xwyuqlmh
0,dm_control,dm_control/ball_in_cup-catch,333,RecurrentPPO,44958.66,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/pf35b4je
0,dm_control,dm_control/ball_in_cup-catch,444,RecurrentPPO,45534.97,1000000,0.0,https://wandb.ai/devgonvarun/atari/runs/mj7fmara
0,dm_control,dm_control/cartpole-balance_sparse,444,RecurrentPPO,49064.53,1000000,18.1,https://wandb.ai/devgonvarun/atari/runs/0z0kxmud
0,dm_control,dm_control/cartpole-balance_sparse,111,RecurrentPPO,49096.97,1000000,11.1,https://wandb.ai/devgonvarun/atari/runs/xshqer34
0,dm_control,dm_control/cartpole-balance_sparse,333,RecurrentPPO,49096.28,1000000,29.8,https://wandb.ai/devgonvarun/atari/runs/m8np1gqy
0,dm_control,dm_control/cartpole-balance,222,RecurrentPPO,49122.56,1000000,141.4663907,https://wandb.ai/devgonvarun/atari/runs/yy3x24l4
0,dm_control,dm_control/cartpole-balance,111,RecurrentPPO,49125.97,1000000,135.9980275,https://wandb.ai/devgonvarun/atari/runs/rmlkmuf6
0,dm_control,dm_control/cartpole-balance,444,RecurrentPPO,49326.42,1000000,139.34852489999997,https://wandb.ai/devgonvarun/atari/runs/uiqmypar
