GPU,Benchmark,Environment,Seed,Algo,Training Time,Trained Until,Best Mean Reward,Wandb Link
1,atari,CrazyClimberNoFrameskip,444,TRPO,1144.18,100000,4680.0,https://wandb.ai/devgonvarun/atari/runs/pbkk2tsl
1,atari,CrazyClimberNoFrameskip,333,TRPO,1135.04,100000,2360.0,https://wandb.ai/devgonvarun/atari/runs/0oev11gq
0,atari,DemonAttackNoFrameskip,333,TRPO,916.55,100000,910.0,https://wandb.ai/devgonvarun/atari/runs/t9rfaxi1
0,atari,DemonAttackNoFrameskip,444,TRPO,931.12,100000,161.0,https://wandb.ai/devgonvarun/atari/runs/qibyq1ag
0,atari,FreewayNoFrameskip,111,TRPO,1054.28,100000,21.5,https://wandb.ai/devgonvarun/atari/runs/2x05puqc
1,atari,FreewayNoFrameskip,222,TRPO,1223.75,100000,18.7,https://wandb.ai/devgonvarun/atari/runs/a36uj0lg
1,atari,FreewayNoFrameskip,333,TRPO,1209.32,100000,20.6,https://wandb.ai/devgonvarun/atari/runs/o5qs5t1g
1,atari,FreewayNoFrameskip,444,TRPO,1221.63,100000,22.9,https://wandb.ai/devgonvarun/atari/runs/ie3cy5zc
0,atari,GopherNoFrameskip,222,TRPO,933.06,100000,342.0,https://wandb.ai/devgonvarun/atari/runs/p30rb8pa
1,atari,GopherNoFrameskip,111,TRPO,1061.88,100000,124.0,https://wandb.ai/devgonvarun/atari/runs/e34u34pc
0,atari,GopherNoFrameskip,333,TRPO,936.86,100000,44.0,https://wandb.ai/devgonvarun/atari/runs/xlpbosjw
0,atari,GopherNoFrameskip,444,TRPO,931.99,100000,80.0,https://wandb.ai/devgonvarun/atari/runs/4k34k04j
0,atari,HeroNoFrameskip,444,TRPO,970.46,100000,583.5,https://wandb.ai/devgonvarun/atari/runs/l5e8za6z
1,atari,HeroNoFrameskip,333,TRPO,1201.88,100000,593.0,https://wandb.ai/devgonvarun/atari/runs/0l31sf2k
1,atari,HeroNoFrameskip,222,TRPO,1209.23,100000,260.0,https://wandb.ai/devgonvarun/atari/runs/fwupjx9k
1,atari,JamesbondNoFrameskip,111,TRPO,1052.98,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/rlz1y3z1
0,atari,JamesbondNoFrameskip,222,TRPO,943.19,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/tojp0unm
1,atari,HeroNoFrameskip,111,TRPO,1188.95,100000,575.5,https://wandb.ai/devgonvarun/atari/runs/ddd3f2k5
0,atari,JamesbondNoFrameskip,333,TRPO,983.62,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/rhcnc3pg
0,atari,JamesbondNoFrameskip,444,TRPO,976.81,100000,35.0,https://wandb.ai/devgonvarun/atari/runs/h85awdmh
1,atari,KangarooNoFrameskip,111,TRPO,1135.32,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/kzuhg4i5
1,atari,KangarooNoFrameskip,222,TRPO,1142.09,100000,40.0,https://wandb.ai/devgonvarun/atari/runs/bd935kyc
1,atari,KangarooNoFrameskip,333,TRPO,1122.76,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/6ybwqjtq
0,atari,KangarooNoFrameskip,444,TRPO,1002.36,100000,20.0,https://wandb.ai/devgonvarun/atari/runs/il3kvh6y
0,atari,KrullNoFrameskip,222,TRPO,1031.72,100000,1989.0,https://wandb.ai/devgonvarun/atari/runs/wtw3s5rg
1,atari,KrullNoFrameskip,111,TRPO,1185.82,100000,1678.0,https://wandb.ai/devgonvarun/atari/runs/zjojpadt
0,atari,KrullNoFrameskip,333,TRPO,1017.63,100000,2381.0,https://wandb.ai/devgonvarun/atari/runs/q8x3edwm
0,atari,MsPacmanNoFrameskip,333,TRPO,983.24,100000,107.0,https://wandb.ai/devgonvarun/atari/runs/uzz05062
1,atari,MsPacmanNoFrameskip,111,TRPO,1167.05,100000,296.0,https://wandb.ai/devgonvarun/atari/runs/0adanvu3
1,atari,KrullNoFrameskip,444,TRPO,1191.95,100000,1790.0,https://wandb.ai/devgonvarun/atari/runs/by4tpp2i
1,atari,MsPacmanNoFrameskip,222,TRPO,1152.46,100000,428.0,https://wandb.ai/devgonvarun/atari/runs/zdeqomln
0,atari,MsPacmanNoFrameskip,444,TRPO,1003.73,100000,494.0,https://wandb.ai/devgonvarun/atari/runs/fxa9tk87
1,atari,PongNoFrameskip,111,TRPO,1133.37,100000,-20.8,https://wandb.ai/devgonvarun/atari/runs/dipkgdg2
0,atari,PongNoFrameskip,222,TRPO,986.47,100000,-20.8,https://wandb.ai/devgonvarun/atari/runs/xznild8k
0,atari,PongNoFrameskip,333,TRPO,977.99,100000,-21.0,https://wandb.ai/devgonvarun/atari/runs/vgt04w06
1,atari,PongNoFrameskip,444,TRPO,1148.27,100000,-20.8,https://wandb.ai/devgonvarun/atari/runs/dmgrchyw
1,atari,PrivateEyeNoFrameskip,111,TRPO,1197.3,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/6imiuxy4
1,atari,PrivateEyeNoFrameskip,222,TRPO,1188.56,100000,-340.0,https://wandb.ai/devgonvarun/atari/runs/ew22uamn
0,atari,PrivateEyeNoFrameskip,333,TRPO,1030.77,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/cx7o4wx3
0,atari,RoadRunnerNoFrameskip,111,TRPO,1014.47,100000,740.0,https://wandb.ai/devgonvarun/atari/runs/jkler6xt
1,atari,PrivateEyeNoFrameskip,444,TRPO,1166.66,100000,0.0,https://wandb.ai/devgonvarun/atari/runs/3au8fi35
0,atari,RoadRunnerNoFrameskip,222,TRPO,1014.44,100000,1100.0,https://wandb.ai/devgonvarun/atari/runs/wxifd666
1,atari,RoadRunnerNoFrameskip,333,TRPO,1196.64,100000,810.0,https://wandb.ai/devgonvarun/atari/runs/mx7528mj
0,atari,SeaquestNoFrameskip,222,TRPO,975.49,100000,220.0,https://wandb.ai/devgonvarun/atari/runs/jx9ysa1f
1,atari,SeaquestNoFrameskip,111,TRPO,1134.0,100000,388.0,https://wandb.ai/devgonvarun/atari/runs/yrblpl2t
1,atari,RoadRunnerNoFrameskip,444,TRPO,1196.56,100000,1240.0,https://wandb.ai/devgonvarun/atari/runs/omtfk9wh
0,atari,SeaquestNoFrameskip,333,TRPO,946.35,100000,368.0,https://wandb.ai/devgonvarun/atari/runs/yzwg3i1d
1,atari,SeaquestNoFrameskip,444,TRPO,1043.15,100000,262.0,https://wandb.ai/devgonvarun/atari/runs/ousu8n5t
0,atari,UpNDownNoFrameskip,111,TRPO,1048.85,100000,481.0,https://wandb.ai/devgonvarun/atari/runs/668mq5p3
0,atari,UpNDownNoFrameskip,333,TRPO,904.9,100000,312.0,https://wandb.ai/devgonvarun/atari/runs/n8p6ke4s
1,atari,UpNDownNoFrameskip,222,TRPO,1070.2,100000,310.0,https://wandb.ai/devgonvarun/atari/runs/kkfhvsc4
1,atari,UpNDownNoFrameskip,444,TRPO,981.47,100000,1625.0,https://wandb.ai/devgonvarun/atari/runs/t7hvjk23
0,atari,AssaultNoFrameskip,111,TRPO,1292.63,100000,327.6,https://wandb.ai/devgonvarun/atari/runs/i1jpqf01
1,atari,AsterixNoFrameskip,333,TRPO,1329.17,100000,255.0,https://wandb.ai/devgonvarun/atari/runs/zo3b15he
0,atari,AssaultNoFrameskip,444,TRPO,1340.19,100000,357.0,https://wandb.ai/devgonvarun/atari/runs/lz9e8e2o
0,atari,AssaultNoFrameskip,222,TRPO,1338.47,100000,367.5,https://wandb.ai/devgonvarun/atari/runs/cvr682ks
1,atari,AssaultNoFrameskip,333,TRPO,1341.75,100000,359.1,https://wandb.ai/devgonvarun/atari/runs/e5mc8muu
1,atari,AsterixNoFrameskip,444,TRPO,1347.59,100000,230.0,https://wandb.ai/devgonvarun/atari/runs/i23uliyz
1,atari,BankHeistNoFrameskip,111,TRPO,1366.02,100000,2.0,https://wandb.ai/devgonvarun/atari/runs/2b9e5yas
1,atari,BankHeistNoFrameskip,444,TRPO,1367.8,100000,4.0,https://wandb.ai/devgonvarun/atari/runs/rdo5gxrz
0,atari,AlienNoFrameskip,444,TRPO,1430.84,100000,67.0,https://wandb.ai/devgonvarun/atari/runs/gkfr2k9f
0,atari,AlienNoFrameskip,333,TRPO,1423.84,100000,167.0,https://wandb.ai/devgonvarun/atari/runs/95yvufpt
1,atari,BoxingNoFrameskip,222,TRPO,708.15,100000,-8.6,https://wandb.ai/devgonvarun/atari/runs/4o9r8ab2
0,atari,BoxingNoFrameskip,111,TRPO,900.8,100000,-35.9,https://wandb.ai/devgonvarun/atari/runs/zio3x1be
0,atari,BoxingNoFrameskip,333,TRPO,890.98,100000,-39.1,https://wandb.ai/devgonvarun/atari/runs/yfyhmyeh
